timestamp,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes,rule_id,interface
2026-08-02 00:05:33,192.168.1.45,203.109.125.114,63105,80,HTTP,ALLOW,5321,RULE_32,wan0
2026-07-31 04:10:33,192.168.1.11,203.19.78.143,6135,443,HTTPS,ALLOW,9033,RULE_42,eth0
2026-07-27 03:43:33,192.168.1.37,203.44.10.127,36029,445,TCP,DENY,560,RULE_86,wan0
2026-07-31 18:49:33,192.168.1.44,203.172.218.2,43404,80,DNS,ALLOW,51010,RULE_37,eth1
2026-07-29 10:50:33,192.168.1.4,203.172.218.2,53015,80,DNS,ALLOW,70098,RULE_63,wan0
2026-07-30 21:01:33,192.168.1.18,203.146.240.101,23208,53,DNS,ALLOW,62992,RULE_58,eth0
2026-07-27 06:00:33,192.168.1.49,203.191.193.191,41218,443,HTTPS,ALLOW,654876476,RULE_24,eth0
2026-07-30 03:44:33,194.165.16.72,192.168.1.26,58232,22,SSH,DENY,0,RULE_2,eth0
2026-07-30 03:44:33,194.165.16.72,192.168.1.26,8122,22,SSH,DENY,0,RULE_32,eth1
2026-07-30 03:44:33,194.165.16.72,192.168.1.26,53845,22,SSH,DENY,0,RULE_40,eth1
2026-07-30 03:44:33,194.165.16.72,192.168.1.26,51420,22,SSH,DENY,0,RULE_18,eth1
2026-07-30 03:44:33,194.165.16.72,192.168.1.26,55795,22,SSH,DENY,0,RULE_8,eth0
2026-07-30 03:44:33,194.165.16.72,192.168.1.26,33549,22,SSH,DENY,0,RULE_25,eth0
2026-07-27 02:52:33,192.168.1.47,203.19.78.143,33643,80,HTTP,ALLOW,6560,RULE_62,eth1
2026-07-31 14:39:33,91.108.4.1,192.168.1.31,9884,22,TCP,DENY,25579,RULE_5,eth1
2026-07-28 17:22:33,192.168.1.16,203.90.218.241,29485,135,TCP,DENY,228,RULE_36,wan0
2026-07-29 03:58:33,192.168.1.31,203.200.151.51,30491,23,TCP,DENY,859,RULE_100,eth0
2026-07-30 17:32:33,192.168.1.37,203.44.10.127,11808,443,HTTP,ALLOW,96662,RULE_29,eth1
2026-07-27 04:20:33,192.168.1.20,203.251.61.114,14394,3389,TCP,DENY,872,RULE_20,wan0
2026-07-31 22:45:33,192.168.1.15,203.19.78.143,51397,53,HTTPS,ALLOW,17907,RULE_38,wan0
2026-07-30 16:55:33,91.108.4.1,192.168.1.44,6790,443,TCP,DROP,19869,RULE_47,wan0
2026-07-31 00:15:33,192.168.1.10,203.230.29.52,28432,443,HTTP,ALLOW,9691,RULE_76,eth1
2026-07-27 20:00:33,192.168.1.48,203.230.29.52,10131,53,HTTPS,ALLOW,12383,RULE_4,eth0
2026-07-31 00:13:33,185.220.101.45,192.168.1.41,12608,22,TCP,DENY,42708,RULE_2,wan0
2026-08-02 19:04:33,192.168.1.41,203.65.2.70,39180,443,HTTP,ALLOW,2374,RULE_2,eth0
2026-07-28 19:40:33,192.168.1.41,203.251.61.114,1563,53,HTTPS,ALLOW,6653,RULE_87,wan0
2026-07-27 20:32:33,192.168.1.18,203.214.77.121,9783,80,DNS,ALLOW,56117,RULE_23,eth0
2026-07-31 23:48:33,192.168.1.12,203.146.240.101,4871,443,HTTPS,ALLOW,1016462971,RULE_36,wan0
2026-08-02 01:40:33,192.168.1.28,185.220.101.45,35500,1337,TCP,DENY,1677,RULE_51,wan0
2026-07-31 16:40:33,192.168.1.47,203.19.78.143,2916,443,HTTPS,ALLOW,42835,RULE_33,eth0
2026-07-28 00:43:33,192.168.1.21,203.214.77.121,8638,443,HTTP,ALLOW,7032,RULE_68,eth0
2026-07-31 07:42:33,192.168.1.37,203.44.10.127,1940,443,HTTPS,ALLOW,51530,RULE_21,eth1
2026-07-29 12:26:33,192.168.1.43,203.65.2.70,20004,443,HTTPS,ALLOW,849653757,RULE_49,eth1
2026-07-27 02:12:33,192.168.1.29,203.90.218.241,32878,80,HTTP,ALLOW,1577,RULE_26,eth1
2026-08-02 15:45:33,192.168.1.38,203.214.77.121,38303,80,DNS,ALLOW,17654,RULE_49,eth0
2026-07-30 03:31:33,192.168.1.47,45.142.212.100,27119,9090,TCP,DENY,861,RULE_73,wan0
2026-07-27 00:02:33,192.168.1.10,203.1.58.199,24938,53,HTTP,ALLOW,53003,RULE_15,eth0
2026-07-27 13:00:33,192.168.1.35,203.109.125.114,5341,443,HTTPS,ALLOW,63069,RULE_61,eth1
2026-07-30 19:45:33,192.168.1.43,203.146.240.101,64601,443,HTTPS,ALLOW,1955729121,RULE_3,wan0
2026-07-30 08:18:33,192.168.1.36,45.142.212.100,65255,1337,TCP,DENY,4211,RULE_62,eth1
2026-07-27 09:19:33,192.168.1.40,203.65.2.70,16237,443,HTTP,ALLOW,26317,RULE_17,wan0
2026-07-31 23:09:33,192.168.1.41,203.172.218.2,8164,443,HTTPS,ALLOW,752325789,RULE_7,eth1
2026-07-31 23:41:33,192.168.1.30,185.220.101.45,27856,31337,TCP,DENY,860,RULE_95,wan0
2026-07-27 16:49:33,192.168.1.2,91.108.4.1,38686,31337,TCP,DENY,2773,RULE_15,eth0
2026-08-02 14:42:33,192.168.1.10,203.245.29.138,22853,80,HTTP,ALLOW,25587,RULE_49,wan0
2026-07-30 07:29:33,192.168.1.30,203.88.27.209,46689,443,HTTP,ALLOW,8627,RULE_41,eth0
2026-07-31 08:14:33,192.168.1.41,203.65.2.70,33535,445,TCP,DENY,479,RULE_91,eth0
2026-07-27 23:02:33,91.108.4.1,192.168.1.13,56366,80,TCP,DENY,12014,RULE_17,eth0
2026-07-28 13:12:33,192.168.1.1,203.191.193.191,34601,80,DNS,ALLOW,88180,RULE_49,eth0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,30446,22,SSH,DENY,0,RULE_74,eth0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,20739,22,SSH,DENY,0,RULE_68,wan0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,38476,22,SSH,DENY,0,RULE_80,eth0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,23572,22,SSH,DENY,0,RULE_3,eth1
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,31361,22,SSH,DENY,0,RULE_61,eth1
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,64504,22,SSH,DENY,0,RULE_86,wan0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,59328,22,SSH,DENY,0,RULE_38,eth1
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,20837,22,SSH,DENY,0,RULE_11,eth1
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,41146,22,SSH,DENY,0,RULE_49,eth0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,7067,22,SSH,DENY,0,RULE_43,eth1
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,2661,22,SSH,DENY,0,RULE_25,wan0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,50689,22,SSH,DENY,0,RULE_6,eth1
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,48174,22,SSH,DENY,0,RULE_61,wan0
2026-08-02 04:29:33,185.220.101.45,192.168.1.9,43667,22,SSH,DENY,0,RULE_84,eth0
2026-07-30 05:44:33,192.168.1.14,203.147.254.109,50555,80,HTTP,ALLOW,28875,RULE_79,eth0
2026-07-27 19:53:33,192.168.1.23,203.200.151.51,35665,443,HTTPS,ALLOW,1976685378,RULE_97,eth0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,53417,22,SSH,DENY,0,RULE_1,eth0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,13564,22,SSH,DENY,0,RULE_67,eth0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,53112,22,SSH,DENY,0,RULE_19,eth1
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,28298,22,SSH,DENY,0,RULE_17,eth0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,21510,22,SSH,DENY,0,RULE_59,eth0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,47150,22,SSH,DENY,0,RULE_67,wan0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,23305,22,SSH,DENY,0,RULE_36,eth1
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,54757,22,SSH,DENY,0,RULE_90,eth0
2026-08-01 00:23:33,45.142.212.100,192.168.1.25,19942,22,SSH,DENY,0,RULE_22,wan0
2026-07-29 02:51:33,192.168.1.14,203.236.100.106,37896,80,DNS,ALLOW,49535,RULE_70,eth1
2026-07-31 17:17:33,192.168.1.27,203.146.240.101,16080,53,HTTP,ALLOW,92655,RULE_48,eth0
2026-07-30 15:35:33,192.168.1.30,203.1.58.199,55688,443,HTTPS,ALLOW,1375,RULE_43,wan0
2026-08-02 11:58:33,192.168.1.39,203.216.33.123,32947,53,DNS,ALLOW,78169,RULE_86,eth1
2026-07-30 03:06:33,192.168.1.43,203.44.10.127,14329,443,HTTPS,ALLOW,1624630019,RULE_48,wan0
2026-07-30 12:29:33,192.168.1.45,203.216.33.123,51596,443,HTTPS,ALLOW,625036938,RULE_47,eth0
2026-07-29 21:16:33,192.168.1.49,203.90.218.241,12573,443,HTTP,ALLOW,5570,RULE_60,eth0
2026-07-26 23:49:33,192.168.1.30,203.245.29.138,58641,443,HTTPS,ALLOW,925507608,RULE_98,eth1
2026-07-28 19:39:33,192.168.1.41,203.88.27.209,37887,53,HTTPS,ALLOW,65067,RULE_56,wan0
2026-07-27 15:07:33,194.165.16.72,192.168.1.46,58755,80,TCP,DENY,29573,RULE_50,eth0
2026-08-01 05:04:33,192.168.1.45,203.65.2.70,13379,443,HTTP,ALLOW,74953,RULE_37,eth1
2026-07-31 06:31:33,192.168.1.18,203.236.100.106,45826,443,HTTP,ALLOW,6827,RULE_77,eth0
2026-07-26 23:30:33,192.168.1.21,203.19.78.143,10473,53,HTTPS,ALLOW,65837,RULE_20,eth1
2026-07-30 17:54:33,192.168.1.16,203.214.77.121,23692,443,HTTP,ALLOW,49820,RULE_16,wan0
2026-07-29 19:39:33,192.168.1.16,203.199.64.156,56249,53,DNS,ALLOW,90686,RULE_73,wan0
2026-08-02 13:34:33,192.168.1.10,203.19.78.143,41974,3389,TCP,DENY,980,RULE_1,wan0
2026-08-02 16:09:33,192.168.1.38,203.28.64.137,18065,443,HTTP,ALLOW,89634,RULE_19,wan0
2026-07-27 23:46:33,192.168.1.37,203.28.64.137,24996,443,HTTP,ALLOW,3438,RULE_14,wan0
2026-07-31 09:37:33,192.168.1.21,203.230.29.52,45527,443,HTTP,ALLOW,1145,RULE_19,eth1
2026-07-30 12:05:33,192.168.1.41,203.1.58.199,45280,443,HTTP,ALLOW,96038,RULE_49,eth1
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,35823,22,SSH,DENY,0,RULE_22,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,50358,22,SSH,DENY,0,RULE_79,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,3924,22,SSH,DENY,0,RULE_86,eth0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,58654,22,SSH,DENY,0,RULE_67,eth1
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,61175,22,SSH,DENY,0,RULE_56,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,5031,22,SSH,DENY,0,RULE_99,eth1
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,48859,22,SSH,DENY,0,RULE_74,eth0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,18387,22,SSH,DENY,0,RULE_91,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,61873,22,SSH,DENY,0,RULE_18,eth0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,54082,22,SSH,DENY,0,RULE_4,eth0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,24827,22,SSH,DENY,0,RULE_29,eth0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,2712,22,SSH,DENY,0,RULE_1,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,28852,22,SSH,DENY,0,RULE_72,eth0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,20937,22,SSH,DENY,0,RULE_83,eth1
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,53695,22,SSH,DENY,0,RULE_87,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,21255,22,SSH,DENY,0,RULE_3,eth1
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,37624,22,SSH,DENY,0,RULE_22,eth1
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,34587,22,SSH,DENY,0,RULE_17,wan0
2026-07-29 07:40:33,194.165.16.72,192.168.1.1,65474,22,SSH,DENY,0,RULE_37,wan0
2026-08-02 02:26:33,192.168.1.32,203.214.77.121,22341,443,HTTPS,ALLOW,75210,RULE_69,wan0
2026-07-30 17:49:33,192.168.1.2,203.19.78.143,8465,80,DNS,ALLOW,75941,RULE_93,wan0
2026-08-01 10:23:33,192.168.1.9,203.44.10.127,23601,443,HTTPS,ALLOW,19597,RULE_22,eth0
2026-07-30 17:43:33,45.142.212.100,192.168.1.12,62266,80,TCP,DROP,23541,RULE_67,eth0
2026-07-31 21:08:33,192.168.1.7,203.191.193.191,5206,53,DNS,ALLOW,83824,RULE_44,wan0
2026-08-02 02:50:33,185.220.101.45,192.168.1.31,43300,22,SSH,DENY,0,RULE_78,wan0
2026-08-02 02:50:33,185.220.101.45,192.168.1.31,30875,22,SSH,DENY,0,RULE_72,eth1
2026-08-02 02:50:33,185.220.101.45,192.168.1.31,9146,22,SSH,DENY,0,RULE_41,eth1
2026-08-02 02:50:33,185.220.101.45,192.168.1.31,13355,22,SSH,DENY,0,RULE_62,eth0
2026-08-02 02:50:33,185.220.101.45,192.168.1.31,4033,22,SSH,DENY,0,RULE_14,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,61357,22,SSH,DENY,0,RULE_22,eth1
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,61728,22,SSH,DENY,0,RULE_36,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,32903,22,SSH,DENY,0,RULE_77,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,35229,22,SSH,DENY,0,RULE_86,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,62109,22,SSH,DENY,0,RULE_67,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,44700,22,SSH,DENY,0,RULE_88,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,35627,22,SSH,DENY,0,RULE_95,eth1
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,23421,22,SSH,DENY,0,RULE_33,wan0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,60475,22,SSH,DENY,0,RULE_84,eth1
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,49466,22,SSH,DENY,0,RULE_71,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,13377,22,SSH,DENY,0,RULE_87,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,47411,22,SSH,DENY,0,RULE_49,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,46772,22,SSH,DENY,0,RULE_92,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,7524,22,SSH,DENY,0,RULE_89,wan0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,45903,22,SSH,DENY,0,RULE_46,eth0
2026-08-02 06:47:33,194.165.16.72,192.168.1.33,34031,22,SSH,DENY,0,RULE_21,eth1
